"OriginalEnglish","Translation","Locations"
"
"Get started with Teams with seven simple steps. Get an overview of teams and channels, learn how to get your team up and running, work in channels, upload and share files, start and pin chats, join a Teams meeting, and manage meetings.","Rozpocznij pracę z usługą Teams w siedmiu prostych krokach. Zapoznaj się z omówieniem zespołów i kanałów, dowiedz się, jak uruchomić zespół, pracować w kanałach, przekazywać i udostępniać pliki, rozpoczynać i przypinać czaty, dołączać do spotkań usługi Teams i zarządzać spotkaniami.","/docs/learningpathways/v4/pl-pl/playlists.json;bb92e79e-fe45-4f82-83ab-704b75bb6223;Description
"
"When you have a place to create and make decisions as a team, there’s no limit to what you can achieve. Learn how to use Teams to bring everything together in a shared workspace where you can chat, meet, share files, and work with business apps.","Kiedy masz miejsce do tworzenia i podejmowania decyzji jako zespół, nie ma ograniczeń co do tego, co możesz osiągnąć. Dowiedz się, jak używać usługi Teams do łączenia wszystkiego w udostępnionym obszarze roboczym, w którym możesz rozmawiać, spotykać się, udostępniać pliki i pracować z aplikacjami biznesowymi.","/docs/learningpathways/v4/pl-pl/playlists.json;31fe13c5-ec7d-4a3c-98db-89292b0c0824;Description
"
"Create impactful content together in Microsoft 365. Get an overview of Microsoft 365, learn how to sign in, create, save and share files, collaborate with others, move a file from OneDrive to SharePoint Online, and share a file or folder.","Twórz razem wpływowa zawartość na platformie Microsoft 365. Zapoznaj się z omówieniem platformy Microsoft 365, dowiedz się, jak się logować, tworzyć, zapisywać i udostępniać pliki, współpracować z innymi osobami, przenosić pliki z usługi OneDrive do usługi SharePoint Online oraz udostępniać plik lub folder.","/docs/learningpathways/v4/pl-pl/playlists.json;fe736497-1a7c-4397-9963-17aab7e64557;Description
"
"Learn how to save and share files with OneDrive. Get an overview of OneDrive, learn OneDrive basics, create and upload files and folders, Sync files and folders, and set up the OneDrive mobile app on your phone or tablet.","Dowiedz się, jak zapisywać i udostępniać pliki w usłudze OneDrive. Zapoznaj się z omówieniem usługi OneDrive, poznaj podstawy usługi OneDrive, twórz i przekazywaj pliki i foldery, synchronizuj pliki i foldery oraz skonfiguruj aplikację mobilną OneDrive na telefonie lub tablecie.","/docs/learningpathways/v4/pl-pl/playlists.json;2ab5e51a-67b9-44af-9ca6-de681329f813;Description
"
"Learn how to share sites and content with SharePoint. Get an overview of SharePoint Online, find and follow sites, news and content, create, upload and share files in a document library, sync files and folders, sync files with Files on Demand, and stay connected on your mobile device.","Dowiedz się, jak udostępniać witryny i zawartość za pomocą programu SharePoint. Uzyskaj omówienie usługi SharePoint Online, znajduj i obserwuj witryny, wiadomości i zawartość, twórz, przekazywaj i udostępniaj pliki w bibliotece dokumentów, synchronizuj pliki i foldery, synchronizuj pliki z usługą Pliki na żądanie i pozostań w kontakcie na urządzeniu przenośnym.","/docs/learningpathways/v4/pl-pl/playlists.json;a40ae370-557f-4a5b-9b17-3d14bbb6893e;Description
"
"Connect your organization with Yammer. Get an overview of Yammer, learn how to sign in and edit your profile, set notifications, like, reply to, and share posts, post and update and attach files, join and create communities, and share files and community resources.","Połącz swoją organizację z usługą Yammer. Zapoznaj się z omówieniem usługi Yammer, dowiedz się, jak logować się i edytować swój profil, ustawiać powiadomienia, polubienia, odpowiadać na wpisy i udostępniać je, publikować, aktualizować i dołączać pliki, dołączać do społeczności i tworzyć je oraz udostępniać pliki i zasoby społeczności.","/docs/learningpathways/v4/pl-pl/playlists.json;1bb00cc3-21a5-432d-b535-4b970feb332c;Description
"
"Do your best work together. With Microsoft 365, you can collaborate with anyone, anywhere. Learn how to share, co-author, comment, and meet with Microsoft 365 products and services.","Wykonuj swoją najlepszą pracę razem. Dzięki platformie Microsoft 365 możesz współpracować z dowolnym i dowolnym miejscem. Dowiedz się, jak udostępniać, współtworzyć, komentować i spotykać się z produktami i usługami platformy Microsoft 365.","/docs/learningpathways/v4/pl-pl/playlists.json;a19e4916-4fbe-42e4-95b6-8e85cb12a47b;Description
"
"Learn how to run effective hybrid meetings. Learn effective meeting tips, meeting considerations, what to do before, during, and after hybrid meetings, how to schedule, plan and lead effective meetings, follow a meeting checklist, engage your audience, and reduce meeting fatigue.","Dowiedz się, jak prowadzić efektywne spotkania hybrydowe. Poznaj skuteczne wskazówki dotyczące spotkań, rozważania dotyczące spotkań, co robić przed, w trakcie i po spotkaniach hybrydowych, jak planować, planować i prowadzić efektywne spotkania, postępować zgodnie z listą kontrolną spotkań, angażować odbiorców i zmniejszać zmęczenie spotkaniem.","/docs/learningpathways/v4/pl-pl/playlists.json;19a310b9-b50c-44ae-96e2-b30f17a38528;Description
"
"Learn how to create inclusive meeting environments, make meetings and related content accessible for all, limit distractions in meetings, and build empathy across time zone.","Dowiedz się, jak tworzyć integracyjne środowiska spotkań, udostępniać spotkania i związane z nimi treści, ograniczać rozproszenie uwagi podczas spotkań i budować empatię w różnych strefach czasowych.","/docs/learningpathways/v4/pl-pl/playlists.json;3cbbe474-ef4d-4154-aeb1-9a01d51764d4;Description
"
"Updated audience","Zaktualizowana grupa odbiorców","/docs/learningpathways/v4/pl-pl/playlists.json;fdaae787-a991-40ae-ad83-87f05c8cf8ea;Description
"
"Reach large audiences with live events. Learn how to get started, plan and schedule a live event in Teams, and schedule a live event in Yammer.","Dotrzyj do dużej grupy odbiorców dzięki wydarzeniom na żywo. Dowiedz się, jak rozpocząć, zaplanować i zaplanować wydarzenie na żywo w usłudze Teams oraz zaplanować wydarzenie na żywo w usłudze Yammer.","/docs/learningpathways/v4/pl-pl/playlists.json;6f3bbc71-627d-4427-9635-6aadd0a203f9;Description
"
"Stay well by practicing self-care tips for your personal well-being. Block your calendar for meals, breaks, and movement. Set your status in Microsoft Teams to indicate free or busy times. Connect with others in a Teams channel for social or work-related conversations. Manage notifications in Teams to determine how, when, and where your notifications appear. Turn on Focus assist in Windows 10 to avoid distractions when you need to focus.","Bądź w porządku, ćwicząc wskazówki dotyczące samoopieki dla swojego osobistego samopoczucia. Zablokuj kalendarz na posiłki, przerwy i ruch. Ustaw swój status w usłudze Microsoft Teams, aby wskazać czas wolny lub zajęty. Kontaktuj się z innymi osobami w kanale usługi Teams, aby prowadzić rozmowy towarzyskie lub związane z pracą. Zarządzaj powiadomieniami w aplikacji Teams, aby określić, jak, kiedy i gdzie są wyświetlane powiadomienia. Włącz asystenta koncentracji uwagi w systemie Windows 10, aby uniknąć rozpraszania uwagi, gdy musisz się skupić.","/docs/learningpathways/v4/pl-pl/playlists.json;285da770-2eb7-41ca-b403-c782ac69cd5d;Description
"
"Social capital and other measures of social connection are associated with better health and job satisfaction. To stay connected in a hybrid workplace, learn how to create social channels using Teams meetings and chat to host small group lunches, social hours, and other casual spaces that can mimic the “water cooler” in the office regardless of work location. Keep regularly scheduled 1:1s and consider splitting one 1:1 meeting into 2 shorter meetings throughout the week. Channel conversations in Teams are also a great way to keep the whole team in the know.","Kapitał społeczny i inne miary więzi społecznych wiążą się z lepszym zdrowiem i satysfakcją z pracy. Aby pozostać w kontakcie w hybrydowym miejscu pracy, dowiedz się, jak tworzyć kanały społecznościowe za pomocą spotkań i czatu w usłudze Teams, aby organizować lunche w małych grupach, godziny towarzyskie i inne swobodne przestrzenie, które mogą naśladować ""chłodnicę wody"" w biurze niezależnie od miejsca pracy. Regularnie planuj 1: 1 i rozważ podzielenie jednego spotkania 1: 1 na 2 krótsze spotkania w ciągu tygodnia. Konwersacje kanałowe w usłudze Teams to także świetny sposób na to, aby cały zespół wiedział.","/docs/learningpathways/v4/pl-pl/playlists.json;21f572e7-98eb-49f3-9ff0-a9dc8eed583a;Description
"
"Set up your physical and virtual workspace for productivity. Learn which tasks and meeting types are better for hybrid work or in-person work so that you can plan your schedule ahead of time. Create focus time in Teams, set quiet hours and quiet days, and set a status message in Teams. For team productivity, decide which days are best for in-person meetings and what type of work can be done remotely. Also decide when meetings (in person or remote) are necessary and when are they optional.","Skonfiguruj fizyczny i wirtualny obszar roboczy, aby zwiększyć produktywność. Dowiedz się, które zadania i typy spotkań są lepsze w pracy hybrydowej lub osobistej, dzięki czemu możesz zaplanować harmonogram z wyprzedzeniem. Utwórz czas koncentracji uwagi w aplikacji Teams, ustaw godziny ciszy i dni ciszy oraz ustaw komunikat o stanie w aplikacji Teams. Aby zwiększyć produktywność zespołu, zdecyduj, które dni są najlepsze na spotkania osobiste i jaki rodzaj pracy można wykonywać zdalnie. Zdecyduj również, kiedy spotkania (osobiste lub zdalne) są konieczne, a kiedy opcjonalne.","/docs/learningpathways/v4/pl-pl/playlists.json;8bbe76ed-6ac6-41a4-a253-3dd680cc15ef;Description
"
"Use Microsoft 365 across your work and devices to stay connected, take and read notes, access your files on any device, create impactful content, save time, express yourself freely with digital ink, bring your work to life with 3D, make your work accessible, and stay secure and private at work.","Korzystaj z platformy Microsoft 365 w całej pracy i na różnych urządzeniach, aby pozostać w kontakcie, robić i czytać notatki, uzyskiwać dostęp do plików na dowolnym urządzeniu, tworzyć wpływowe treści, oszczędzać czas, swobodnie wyrażać siebie za pomocą cyfrowego atramentu, ożywiać swoją pracę za pomocą 3D, udostępniać swoją pracę oraz zachować bezpieczeństwo i prywatność w pracy.","/docs/learningpathways/v4/pl-pl/playlists.json;fa3a7737-b33d-4481-9b80-416d20b9ca9f;Description
"
"Use Microsoft 365 across your team to create and organize teams, optimize team conversations, work together in Microsoft Teams, manage meetings, and collaborate on files.","Korzystaj z platformy Microsoft 365 w całym zespole, aby tworzyć i organizować zespoły, optymalizować konwersacje zespołowe, współpracować w usłudze Microsoft Teams, zarządzać spotkaniami i współpracować nad plikami.","/docs/learningpathways/v4/pl-pl/playlists.json;9647e1aa-63a1-48d1-aea9-b0913f0f1e0b;Description
"
"Use Microsoft 365 across your organization to set up your company’s network in Yammer, your company’s home base in SharePoint, and your company’s video portal in Microsoft Stream.","Użyj platformy Microsoft 365 w całej organizacji, aby skonfigurować sieć firmową w usłudze Yammer, bazę domową firmy w programie SharePoint i portal wideo firmy w usłudze Microsoft Stream.","/docs/learningpathways/v4/pl-pl/playlists.json;cb4effb6-f78e-444a-98b7-6274ad2fe70c;Description
"
"Discover new ways to simplify your day in your digital life with Office 365. See how to start your digital day, tasks you can complete over your morning coffee, during your commute, meeting at the office, collaborating with colleagues, connecting across the company, and how to protect yourself from phishing.","Odkryj nowe sposoby na uproszczenie dnia w cyfrowym życiu dzięki usłudze Office 365. Zobacz, jak rozpocząć cyfrowy dzień, zadania, które możesz wykonać przy porannej kawie, podczas dojazdów do pracy, spotkań w biurze, współpracy z kolegami, łączenia się w całej firmie i jak chronić się przed phishingiem.","/docs/learningpathways/v4/pl-pl/playlists.json;1f5ec8e6-5fef-481a-ad87-59842c3d539b;Description
"
"With cybersecurity fundamentals, learn what cybersecurity and multi-factor authentication are, firewall and network protection in Windows security, the dangers of oversharing, and how to secure your device to prevent changes security with Tamper Protection.","Dzięki podstawom cyberbezpieczeństwa dowiedz się, czym jest cyberbezpieczeństwo i uwierzytelnianie wieloskładnikowe, zapora ogniowa i ochrona sieci w zabezpieczeniach systemu Windows, zagrożenia związane z nadmiernym udostępnianiem oraz jak zabezpieczyć urządzenie, aby zapobiec zmianom zabezpieczeń za pomocą ochrony przed manipulacją.","/docs/learningpathways/v4/pl-pl/playlists.json;e51271b2-b4c0-4038-aa97-e4498c953afe;Description
"
"Get tips to keep your data safe with this digital safety module. Learn how to work from home more securely, collaborate in OneDrive, be safer over wireless connections, and protect your family online with Windows Security.","Uzyskaj wskazówki, jak zapewnić bezpieczeństwo danych dzięki temu cyfrowemu modułowi bezpieczeństwa. Dowiedz się, jak bezpieczniej pracować w domu, współpracować w usłudze OneDrive, bezpieczniej łączyć się bezprzewodowo i chronić rodzinę w trybie online dzięki zabezpieczeniu Windows.","/docs/learningpathways/v4/pl-pl/playlists.json;72863bbc-46ae-41dc-885d-0edb0a8abaa4;Description
/docs/learningpathways/v4/pl-pl/playlists.json;5872570a-e8a6-4d84-8802-4dd053b4dabc;Description
"
"Microsoft Teams and Office 365 help you get work done—with others and on your own—wherever you are today.","Usługi Microsoft Teams i usługa Office 365 ułatwiają pracę — z innymi osobami i samodzielnie — niezależnie od tego, gdzie się obecnie znajdujesz.","/docs/learningpathways/v4/pl-pl/playlists.json;35f25052-fa93-4daf-8d2e-b29935a002d0;Description
"
"Learn these best practices for collaborating with Microsoft 365 to do your best work together from anywhere. Get an overview of Microsoft 365, get started at office.com, comment and @mention in an Office 365 file, co-author in files at the same time, get tips for better meetings, and work on your mobile devices.","Poznaj te najlepsze rozwiązania dotyczące współpracy z platformą Microsoft 365, aby jak najlepiej współpracować z dowolnego miejsca. Zapoznaj się z omówieniem platformy Microsoft 365, zacznij korzystać z office.com, komentować i @mention w pliku usługi Office 365, współtworzyć pliki w tym samym czasie, uzyskać porady dotyczące lepszych spotkań i pracować na urządzeniach przenośnych.","/docs/learningpathways/v4/pl-pl/playlists.json;b7fa7e0e-2282-48d3-8010-3b28d5dc3d04;Description
"
"Get started quickly with the Access Quick Start. Create a database, import data from Excel, add a primary key, backup your database, and create a split query, split form, or report.","Szybko rozpocznij pracę dzięki funkcji Szybki start w programie Access. Utwórz bazę danych, zaimportuj dane z programu Excel, dodaj klucz podstawowy, wykonaj kopię zapasową bazy danych i utwórz zapytanie dzielone, formularz dzielony lub raport.","/docs/learningpathways/v4/pl-pl/playlists.json;d59b1053-3756-4d9f-82a8-0ac97b11529c;Description
"
"With Intro to Access, learn how Access can help you use templates to build databases quickly, find and report on data, create rich data entry forms, and import, transform, and export data sources. Learn database concepts and terms, good database design, and steps to create a database with database objects like tables, queries, forms, reports, macros, and modules.","Wprowadzenie do programu Access pozwala dowiedzieć się, jak program Access może pomóc w szybkim tworzeniu baz danych, znajdowaniu i raportowaniu danych, tworzeniu rozbudowanych formularzy wprowadzania danych oraz importować, przekształcać i eksportować źródła danych. Poznaj pojęcia i terminy dotyczące bazy danych, dobry projekt bazy danych i kroki tworzenia bazy danych z obiektami bazy danych, takimi jak tabele, kwerendy, formularze, raporty, makra i moduły.","/docs/learningpathways/v4/pl-pl/playlists.json;3c376578-f821-4184-9365-75011c163f68;Description
"
"Learn how to create an Access database, whether to create a desktop database or an Access web app, the differences, and design considerations like IT requirements, access to data and design, and business goals and requirements. Create databases from a template, scratch, or an Access web app.","Dowiedz się, jak utworzyć bazę danych programu Access, czy utworzyć bazę danych dla komputerów stacjonarnych, czy aplikację sieci Web programu Access, różnice i zagadnienia projektowe, takie jak wymagania it, dostęp do danych i projektu oraz cele i wymagania biznesowe. Tworzenie baz danych na podstawie szablonu, szkicu lub aplikacji sieci Web programu Access.","/docs/learningpathways/v4/pl-pl/playlists.json;e112c3e9-685f-41a0-abb5-718ee4f43bb5;Description
"
"Learn how to build tables and set data types","Dowiedz się, jak tworzyć tabele i ustawiać typy danych","/docs/learningpathways/v4/pl-pl/playlists.json;91128a67-3846-4a87-98c5-de91402260eb;Description
"
"Use relationships in Access to harness the power of relational databases by combining data across tables. Learn about Relationships view, the types of relationships between tables, and how to edit relationships. Create relationships with the Lookup Wizard, the Relationships Pane, and learn how to create one-to-one and many-to-many relationships.","Relacje w programie Access mogą wykorzystywać możliwości relacyjnych baz danych przez łączenie danych w tabelach. Dowiedz się więcej o widoku Relacje, typach relacji między tabelami i sposobach edytowania relacji. Tworzenie relacji za pomocą Kreatora odnośników, okienka Relacje i dowiedz się, jak tworzyć relacje jeden-do-jednego i wiele-do-wielu.","/docs/learningpathways/v4/pl-pl/playlists.json;6649c605-0d13-4420-9282-3fa590c2fbc4;Description
"
"Learn how to add and edit data in Access and take advantage of the streamlined editing, powerful querying, and helpful reporting capabilities by copying data from an Excel spreadsheet. If you maintain data in other sources, like Excel spreadsheets and SharePoint sites, you can also link to the data from your Access database, to always ensure you’re working with the latest data","Dowiedz się, jak dodawać i edytować dane w programie Access, a także korzystaj z usprawnionych funkcji edycji, zaawansowanych zapytań i przydatnych funkcji raportowania, kopiując dane z arkusza kalkulacyjnego programu Excel. Jeśli przechowujesz dane w innych źródłach, takich jak arkusze kalkulacyjne programu Excel i witryny programu SharePoint, możesz również utworzyć łącze do danych z bazy danych programu Access, aby zawsze mieć pewność, że pracujesz z najnowszymi danymi.","/docs/learningpathways/v4/pl-pl/playlists.json;56aba6b0-660b-4f8c-a7d8-9b1ad7593bb4;Description
