"OriginalEnglish","Translation","Locations"
"
"When you have a place to create and make decisions as a team, there’s no limit to what you can achieve. Learn how to use Teams to bring everything together in a shared workspace where you can chat, meet, share files, and work with business apps.","Keď máte miesto na vytváranie a rozhodovanie ako tím, neexistuje žiadny limit na to, čo môžete dosiahnuť. Prečítajte si, ako používať teams na spájanie všetkého v zdieľanom pracovnom priestore, kde môžete chatovať, stretávať sa, zdieľať súbory a pracovať s podnikovými aplikáciami.","/docs/learningpathways/v4/sk-sk/playlists.json;31fe13c5-ec7d-4a3c-98db-89292b0c0824;Description
"
"Create impactful content together in Microsoft 365. Get an overview of Microsoft 365, learn how to sign in, create, save and share files, collaborate with others, move a file from OneDrive to SharePoint Online, and share a file or folder.","Vytvorte vplyvný obsah spoločne v službe Microsoft 365. Získajte prehľad o službe Microsoft 365, zistite, ako sa prihlásiť, vytvárať, ukladať a zdieľať súbory, spolupracovať s ostatnými, premiestniť súbor z OneDrivu do SharePointu Online a zdieľať súbor alebo priečinok.","/docs/learningpathways/v4/sk-sk/playlists.json;fe736497-1a7c-4397-9963-17aab7e64557;Description
"
"Learn how to save and share files with OneDrive. Get an overview of OneDrive, learn OneDrive basics, create and upload files and folders, Sync files and folders, and set up the OneDrive mobile app on your phone or tablet.","Prečítajte si, ako ukladať a zdieľať súbory s OneDrivom. Získajte prehľad o OneDrive, naučte sa základy OneDrivu, vytvárajte a nahrávajte súbory a priečinky, synchronizujte súbory a priečinky a nastavte mobilnú aplikáciu OneDrive v telefóne alebo tablete.","/docs/learningpathways/v4/sk-sk/playlists.json;2ab5e51a-67b9-44af-9ca6-de681329f813;Description
"
"Learn how to share sites and content with SharePoint. Get an overview of SharePoint Online, find and follow sites, news and content, create, upload and share files in a document library, sync files and folders, sync files with Files on Demand, and stay connected on your mobile device.","Prečítajte si, ako zdieľať lokality a obsah so SharePointom. Získajte prehľad o SharePointe Online, vyhľadajte a sledujte lokality, správy a obsah, vytvárajte, nahrávajte a zdieľajte súbory v knižnici dokumentov, synchronizujte súbory a priečinky, synchronizujte súbory so súbormi na požiadanie a zostaňte pripojení v mobilnom zariadení.","/docs/learningpathways/v4/sk-sk/playlists.json;a40ae370-557f-4a5b-9b17-3d14bbb6893e;Description
"
"Connect your organization with Yammer. Get an overview of Yammer, learn how to sign in and edit your profile, set notifications, like, reply to, and share posts, post and update and attach files, join and create communities, and share files and community resources.","Pripojte svoju organizáciu k Yammeru. Získajte prehľad o Yammeri, zistite, ako sa prihlásiť a upraviť svoj profil, nastaviť upozornenia, napríklad odpovedať a zdieľať príspevky, uverejňovať a aktualizovať a pripájať súbory, pripájať a vytvárať komunity a zdieľať súbory a zdroje komunity.","/docs/learningpathways/v4/sk-sk/playlists.json;1bb00cc3-21a5-432d-b535-4b970feb332c;Description
"
"Do your best work together. With Microsoft 365, you can collaborate with anyone, anywhere. Learn how to share, co-author, comment, and meet with Microsoft 365 products and services.","Robte svoju najlepšiu prácu spoločne. So službou Microsoft 365 môžete spolupracovať s kýmkoľvek a kdekoľvek. Prečítajte si, ako zdieľať, spolutvorbu, komentovať a stretávať sa s produktmi a službami služby Microsoft 365.","/docs/learningpathways/v4/sk-sk/playlists.json;a19e4916-4fbe-42e4-95b6-8e85cb12a47b;Description
"
"Learn how to run effective hybrid meetings. Learn effective meeting tips, meeting considerations, what to do before, during, and after hybrid meetings, how to schedule, plan and lead effective meetings, follow a meeting checklist, engage your audience, and reduce meeting fatigue.","Naučte sa, ako efektívne hybridné stretnutia. Naučte sa efektívne tipy na schôdze, úvahy o schôdzach, čo robiť pred, počas a po hybridných schôdzach, ako naplánovať, plánovať a viesť efektívne schôdze, dodržiavať kontrolný zoznam schôdzí, zapojiť publikum a znížiť únavu zo schôdzí.","/docs/learningpathways/v4/sk-sk/playlists.json;19a310b9-b50c-44ae-96e2-b30f17a38528;Description
"
"Learn how to create inclusive meeting environments, make meetings and related content accessible for all, limit distractions in meetings, and build empathy across time zone.","Naučte sa vytvárať inkluzívne prostredie schôdzí, sprístupňovať schôdze a súvisiaci obsah pre všetkých, obmedzovať rozptýlenie na schôdzach a budovať empatiu v časovom pásme.","/docs/learningpathways/v4/sk-sk/playlists.json;3cbbe474-ef4d-4154-aeb1-9a01d51764d4;Description
"
"Updated audience","Aktualizované publikum","/docs/learningpathways/v4/sk-sk/playlists.json;fdaae787-a991-40ae-ad83-87f05c8cf8ea;Description
"
"Reach large audiences with live events. Learn how to get started, plan and schedule a live event in Teams, and schedule a live event in Yammer.","Oslovte veľké publikum živými udalosťami. Zistite, ako začať, plánovať a plánovať živú udalosť v službe Teams a naplánovať živú udalosť v Yammeri.","/docs/learningpathways/v4/sk-sk/playlists.json;6f3bbc71-627d-4427-9635-6aadd0a203f9;Description
"
"Stay well by practicing self-care tips for your personal well-being. Block your calendar for meals, breaks, and movement. Set your status in Microsoft Teams to indicate free or busy times. Connect with others in a Teams channel for social or work-related conversations. Manage notifications in Teams to determine how, when, and where your notifications appear. Turn on Focus assist in Windows 10 to avoid distractions when you need to focus.","Zostaňte v poriadku tým, že praktizujete tipy na starostlivosť o seba pre vaše osobné blaho. Zablokujte kalendár na jedlo, prestávky a pohyb. Nastavte stav v službe Microsoft Teams tak, aby označoval časy voľného času alebo času. Spojte sa s ostatnými v kanáli Teams pre sociálne konverzácie alebo konverzácie súvisiace s prácou. Spravujte upozornenia v službe Teams a zistite, ako, kedy a kde sa vaše upozornenia zobrazujú. Zapnite asistenta zamerania vo Windowse 10, aby ste sa vyhli rozptýleniu, keď sa potrebujete sústrediť.","/docs/learningpathways/v4/sk-sk/playlists.json;285da770-2eb7-41ca-b403-c782ac69cd5d;Description
"
"Social capital and other measures of social connection are associated with better health and job satisfaction. To stay connected in a hybrid workplace, learn how to create social channels using Teams meetings and chat to host small group lunches, social hours, and other casual spaces that can mimic the “water cooler” in the office regardless of work location. Keep regularly scheduled 1:1s and consider splitting one 1:1 meeting into 2 shorter meetings throughout the week. Channel conversations in Teams are also a great way to keep the whole team in the know.","Sociálny kapitál a ďalšie opatrenia sociálneho spojenia sú spojené s lepším zdravím a spokojnosťou s prácou. Ak chcete zostať v spojení na hybridnom pracovisku, naučte sa vytvárať sociálne kanály pomocou schôdzí a chatu teams na hosťovanie malých skupinových obedov, sociálnych hodín a iných neformálnych priestorov, ktoré môžu napodobňovať ""chladič vody"" v kancelárii bez ohľadu na miesto práce. Pravidelne si naplánovajte 1:1 a zvážte rozdelenie jedného stretnutia 1:1 na 2 kratšie stretnutia počas celého týždňa. Konverzácie na kanáli v tímoch sú tiež skvelý spôsob, ako udržať celý tím v poznaní.","/docs/learningpathways/v4/sk-sk/playlists.json;21f572e7-98eb-49f3-9ff0-a9dc8eed583a;Description
"
"Set up your physical and virtual workspace for productivity. Learn which tasks and meeting types are better for hybrid work or in-person work so that you can plan your schedule ahead of time. Create focus time in Teams, set quiet hours and quiet days, and set a status message in Teams. For team productivity, decide which days are best for in-person meetings and what type of work can be done remotely. Also decide when meetings (in person or remote) are necessary and when are they optional.","Nastavte svoj fyzický a virtuálny pracovný priestor pre produktivitu. Zistite, ktoré úlohy a typy schôdzí sú lepšie pre hybridnú prácu alebo prácu osobne, aby ste si mohli plán naplánovať vopred. Vytvorte čas zamerania v službe Teams, nastavte pokojné hodiny a pokojné dni a nastavte správu o stave v službe Teams. Pre tímovú produktivitu sa rozhodnite, ktoré dni sú najlepšie pre osobné stretnutia a aký typ práce je možné vykonať na diaľku. Tiež rozhodnite, kedy sú stretnutia (osobne alebo na diaľku) potrebné a kedy sú voliteľné.","/docs/learningpathways/v4/sk-sk/playlists.json;8bbe76ed-6ac6-41a4-a253-3dd680cc15ef;Description
"
"Use Microsoft 365 across your work and devices to stay connected, take and read notes, access your files on any device, create impactful content, save time, express yourself freely with digital ink, bring your work to life with 3D, make your work accessible, and stay secure and private at work.","Pomocou služby Microsoft 365 v celej práci a zariadeniach môžete zostať v spojení, zapisovať a čítať poznámky, pristupovať k súborom v akomkoľvek zariadení, vytvárať vplyvný obsah, šetriť čas, slobodne sa vyjadrovať digitálnym atramentom, oživiť svoju prácu pomocou 3D, sprístupniť svoju prácu a zostať v bezpečí a v súkromí v práci.","/docs/learningpathways/v4/sk-sk/playlists.json;fa3a7737-b33d-4481-9b80-416d20b9ca9f;Description
"
"Use Microsoft 365 across your team to create and organize teams, optimize team conversations, work together in Microsoft Teams, manage meetings, and collaborate on files.","Pomocou služby Microsoft 365 v celom tíme môžete vytvárať a organizovať tímy, optimalizovať tímové konverzácie, spolupracovať v službe Microsoft Teams, spravovať schôdze a spolupracovať na súboroch.","/docs/learningpathways/v4/sk-sk/playlists.json;9647e1aa-63a1-48d1-aea9-b0913f0f1e0b;Description
"
"Use Microsoft 365 across your organization to set up your company’s network in Yammer, your company’s home base in SharePoint, and your company’s video portal in Microsoft Stream.","Pomocou služby Microsoft 365 v celej organizácii nastavte sieť spoločnosti v Yammeri, domovskú základňu vašej spoločnosti v SharePointe a video portál vašej spoločnosti v Microsoft Streame.","/docs/learningpathways/v4/sk-sk/playlists.json;cb4effb6-f78e-444a-98b7-6274ad2fe70c;Description
"
"Discover new ways to simplify your day in your digital life with Office 365. See how to start your digital day, tasks you can complete over your morning coffee, during your commute, meeting at the office, collaborating with colleagues, connecting across the company, and how to protect yourself from phishing.","Objavte nové spôsoby zjednodušenia dňa v digitálnom živote so službami Office 365. Zistite, ako začať svoj digitálny deň, úlohy, ktoré môžete dokončiť počas rannej kávy, počas dochádzania, stretnutia v kancelárii, spolupráce s kolegami, pripojenia v celej spoločnosti a ako sa chrániť pred phishingom.","/docs/learningpathways/v4/sk-sk/playlists.json;1f5ec8e6-5fef-481a-ad87-59842c3d539b;Description
"
"With cybersecurity fundamentals, learn what cybersecurity and multi-factor authentication are, firewall and network protection in Windows security, the dangers of oversharing, and how to secure your device to prevent changes security with Tamper Protection.","So základmi kybernetickej bezpečnosti sa dozviete, čo je kybernetická bezpečnosť a viacfaktorová autentifikácia, ochrana firewallu a siete v oblasti zabezpečenia systému Windows, nebezpečenstvo prerozieť a ako zabezpečiť svoje zariadenie, aby sa zabránilo zmenám zabezpečenia pomocou ochrany proti neoprávnenej manipulácii.","/docs/learningpathways/v4/sk-sk/playlists.json;e51271b2-b4c0-4038-aa97-e4498c953afe;Description
"
"Get tips to keep your data safe with this digital safety module. Learn how to work from home more securely, collaborate in OneDrive, be safer over wireless connections, and protect your family online with Windows Security.","Získajte tipy na udržanie vašich údajov v bezpečí pomocou tohto digitálneho bezpečnostného modulu. Zistite, ako bezpečnejšie pracovať z domu, spolupracovať vo OneDrive, byť bezpečnejší pred bezdrôtovými pripojeniami a chrániť svoju rodinu online pomocou služby Windows Security.","/docs/learningpathways/v4/sk-sk/playlists.json;72863bbc-46ae-41dc-885d-0edb0a8abaa4;Description
/docs/learningpathways/v4/sk-sk/playlists.json;5872570a-e8a6-4d84-8802-4dd053b4dabc;Description
"
"Microsoft Teams and Office 365 help you get work done—with others and on your own—wherever you are today.","Microsoft Teams a Office 365 vám pomôžu dokončiť prácu s ostatnými a na vlastnú päsť bez ohľadu na to, kde sa dnes nachádzate.","/docs/learningpathways/v4/sk-sk/playlists.json;35f25052-fa93-4daf-8d2e-b29935a002d0;Description
"
"Learn these best practices for collaborating with Microsoft 365 to do your best work together from anywhere. Get an overview of Microsoft 365, get started at office.com, comment and @mention in an Office 365 file, co-author in files at the same time, get tips for better meetings, and work on your mobile devices.","Získajte tieto osvedčené postupy pre spoluprácu so službou Microsoft 365 a vykonajte čo najlepšiu prácu zo strany ľubovoľného miesta. Získajte prehľad o službe Microsoft 365, začnite s office.com, komentovať a @mention v súbore služieb Office 365, zároveň spolutvorbom v súboroch, získajte tipy na lepšie schôdze a pracujte na mobilných zariadeniach.","/docs/learningpathways/v4/sk-sk/playlists.json;b7fa7e0e-2282-48d3-8010-3b28d5dc3d04;Description
"
"Get started quickly with the Access Quick Start. Create a database, import data from Excel, add a primary key, backup your database, and create a split query, split form, or report.","Začnite rýchlo s rýchlym spustením programu Access. Vytvorte databázu, importujte údaje z Excelu, pridajte primárny kľúč, zálohujte databázu a vytvorte rozdelený dotaz, rozdelený formulár alebo zostavu.","/docs/learningpathways/v4/sk-sk/playlists.json;d59b1053-3756-4d9f-82a8-0ac97b11529c;Description
"
"With Intro to Access, learn how Access can help you use templates to build databases quickly, find and report on data, create rich data entry forms, and import, transform, and export data sources. Learn database concepts and terms, good database design, and steps to create a database with database objects like tables, queries, forms, reports, macros, and modules.","Pomocou programu Úvod do programu Access sa dozviete, ako vám Access môže pomôcť pomocou šablón na rýchle vytváranie databáz, vyhľadanie a zostavovanie údajov, vytváranie formulárov bohatých údajov a import, transformáciu a export zdrojov údajov. Oboznámte sa s konceptmi databázy a výrazmi, dobrým návrhom databázy a krokmi na vytvorenie databázy s databázovými objektmi, ako sú tabuľky, dotazy, formuláre, zostavy, makrá a moduly.","/docs/learningpathways/v4/sk-sk/playlists.json;3c376578-f821-4184-9365-75011c163f68;Description
"
"Learn how to create an Access database, whether to create a desktop database or an Access web app, the differences, and design considerations like IT requirements, access to data and design, and business goals and requirements. Create databases from a template, scratch, or an Access web app.","Zistite, ako vytvoriť databázu programu Access, či už vytvoriť počítačovú databázu alebo webovú aplikáciu Accessu, rozdiely a aspekty návrhu, ako sú požiadavky na IT, prístup k údajom a dizajnu a obchodné ciele a požiadavky. Vytvorte databázy zo šablóny, poškriabania alebo webovej aplikácie Accessu.","/docs/learningpathways/v4/sk-sk/playlists.json;e112c3e9-685f-41a0-abb5-718ee4f43bb5;Description
"
"Learn how to build tables and set data types","Naučte sa vytvárať tabuľky a nastaviť typy údajov","/docs/learningpathways/v4/sk-sk/playlists.json;91128a67-3846-4a87-98c5-de91402260eb;Description
"
"Use relationships in Access to harness the power of relational databases by combining data across tables. Learn about Relationships view, the types of relationships between tables, and how to edit relationships. Create relationships with the Lookup Wizard, the Relationships Pane, and learn how to create one-to-one and many-to-many relationships.","Pomocou vzťahov v Accesse využívajte silu relačných databáz kombináciou údajov medzi tabuľkami. Získajte informácie o zobrazení Vzťahy, typoch vzťahov medzi tabuľkami a o úprave vzťahov. Vytvorte vzťahy so Sprievodcom vyhľadávaním, tablou Vzťahy a zistite, ako vytvoriť vzťahy typu one-to-one a many-to-many.","/docs/learningpathways/v4/sk-sk/playlists.json;6649c605-0d13-4420-9282-3fa590c2fbc4;Description
"
"Learn how to add and edit data in Access and take advantage of the streamlined editing, powerful querying, and helpful reporting capabilities by copying data from an Excel spreadsheet. If you maintain data in other sources, like Excel spreadsheets and SharePoint sites, you can also link to the data from your Access database, to always ensure you’re working with the latest data","Prečítajte si, ako pridávať a upravovať údaje v Accesse a využívať zjednodušené úpravy, výkonné dotazovanie a užitočné možnosti prehľadov kopírovaním údajov z excelového tabuľkového hárka. Ak uchovávate údaje v iných zdrojoch, ako sú excelové tabuľky a lokality SharePoint, môžete tiež prepojiť údaje z databázy programu Access, aby ste sa vždy uistili, že pracujete s najnovšími údajmi.","/docs/learningpathways/v4/sk-sk/playlists.json;56aba6b0-660b-4f8c-a7d8-9b1ad7593bb4;Description
"
"Manage data with queries in Access to answer business questions, make bulk updates, or delete data from the database. Learn what queries are, how they’re used, and how to create queries. Learn how to create basic queries for quick search with Query Design and use joins, outer joins, and intermediate tables to create queries with more than one data source.","Spravujte údaje s dotazmi v Accesse na zodpovedanie obchodných otázok, hromadné aktualizácie alebo odstránenie údajov z databázy. Zistite, čo sú dotazy, ako sa používajú a ako vytvárať dotazy. Zistite, ako vytvoriť základné dotazy na rýchle vyhľadávanie pomocou návrhu dotazu a použiť spojenia, vonkajšie spojenia a medziľahlé tabuľky na vytváranie dotazov s viac ako jedným zdrojom údajov.","/docs/learningpathways/v4/sk-sk/playlists.json;b16495f6-4216-4eed-b208-7280a885ebbf;Description
"
"If you often use the same set of forms and reports, you can create a navigation form in Access desktop databases to group them together. Learn how to add a form or report to the navigation form, change the label, apply a visual theme, and set the navigation form as the default display form.","Ak často používate rovnakú množinu formulárov a zostáv, môžete vytvoriť navigačný formulár v počítačových databázach Accessu na ich zoskupenie. Zistite, ako pridať formulár alebo zostavu do navigačného formulára, zmeniť menovku, použiť vizuálny motív a nastaviť navigačný formulár ako predvolený zobrazovaný formulár.","/docs/learningpathways/v4/sk-sk/playlists.json;4eb4ff40-6b3f-45a7-ade9-f879a79e70f9;Description
