"OriginalEnglish","Translation","Locations"
"
"Create impactful content together in Microsoft 365. Get an overview of Microsoft 365, learn how to sign in, create, save and share files, collaborate with others, move a file from OneDrive to SharePoint Online, and share a file or folder.","Vytvářejte v Microsoftu 365 tak společně vlivný obsah. Získejte přehled o Microsoftu 365, přečtěte si, jak se přihlásit, vytvořit, uložit a sdílet soubory, spolupracovat s ostatními, přesunout soubor z OneDrivu do SharePointu Online a sdílet soubor nebo složku.","/docs/learningpathways/v4/cs-cz/playlists.json;fe736497-1a7c-4397-9963-17aab7e64557;Description
"
"Learn how to save and share files with OneDrive. Get an overview of OneDrive, learn OneDrive basics, create and upload files and folders, Sync files and folders, and set up the OneDrive mobile app on your phone or tablet.","Přečtěte si, jak ukládat a sdílet soubory na OneDrivu. Získejte přehled o OneDrivu, přečtěte si základy OneDrivu, vytvářejte a nahrávejte soubory a složky, Synchronizujte soubory a složky a nastavte mobilní aplikaci OneDrive v telefonu nebo tabletu.","/docs/learningpathways/v4/cs-cz/playlists.json;2ab5e51a-67b9-44af-9ca6-de681329f813;Description
"
"Learn how to share sites and content with SharePoint. Get an overview of SharePoint Online, find and follow sites, news and content, create, upload and share files in a document library, sync files and folders, sync files with Files on Demand, and stay connected on your mobile device.","Přečtěte si, jak sdílet weby a obsah se SharePointem. Získejte přehled o SharePointu Online, najděte a sledujte weby, novinky a obsah, vytvářejte, nahrávejte a sdílejte soubory v knihovně dokumentů, synchronizujte soubory a složky, synchronizujte soubory se soubory na vyžádání a zůstaňte ve spojení na mobilním zařízení.","/docs/learningpathways/v4/cs-cz/playlists.json;a40ae370-557f-4a5b-9b17-3d14bbb6893e;Description
"
"Connect your organization with Yammer. Get an overview of Yammer, learn how to sign in and edit your profile, set notifications, like, reply to, and share posts, post and update and attach files, join and create communities, and share files and community resources.","Propojte svou organizaci s Yammerem. Získejte přehled o Yammeru, přečtěte si, jak se přihlásit a upravit svůj profil, nastavit oznámení, například odpovídat na příspěvky a sdílet je, zveřejňovat a aktualizovat a připojovat soubory, připojovat se ke komunitám a vytvářet je a sdílet soubory a komunitní zdroje.","/docs/learningpathways/v4/cs-cz/playlists.json;1bb00cc3-21a5-432d-b535-4b970feb332c;Description
"
"Do your best work together. With Microsoft 365, you can collaborate with anyone, anywhere. Learn how to share, co-author, comment, and meet with Microsoft 365 products and services.","Dělejte svou nejlepší práci společně. S Microsoftem 365 můžete spolupracovat s kýmkoli a kdekoli. Přečtěte si, jak sdílet, spoluvytvářet, komentovat a setkávat se s produkty a službami Microsoftu 365.","/docs/learningpathways/v4/cs-cz/playlists.json;a19e4916-4fbe-42e4-95b6-8e85cb12a47b;Description
"
"Learn how to run effective hybrid meetings. Learn effective meeting tips, meeting considerations, what to do before, during, and after hybrid meetings, how to schedule, plan and lead effective meetings, follow a meeting checklist, engage your audience, and reduce meeting fatigue.","Přečtěte si, jak pořádat efektivní hybridní schůzky. Přečtěte si efektivní tipy na schůzky, aspekty schůzek, co dělat před hybridními schůzkami, během ní a po něm, jak plánovat, plánovat a vést efektivní schůzky, sledovat kontrolní seznam schůzek, zapojit publikum a snížit únavu ze schůzek.","/docs/learningpathways/v4/cs-cz/playlists.json;19a310b9-b50c-44ae-96e2-b30f17a38528;Description
"
"Learn how to create inclusive meeting environments, make meetings and related content accessible for all, limit distractions in meetings, and build empathy across time zone.","Přečtěte si, jak vytvořit inkluzivní prostředí schůzek, zpřístupnit schůzky a související obsah všem, omezit rozptylování schůzek a budovat empatii napříč časovým pásmem.","/docs/learningpathways/v4/cs-cz/playlists.json;3cbbe474-ef4d-4154-aeb1-9a01d51764d4;Description
"
"Updated audience","Aktualizovaný okruh uživatelů","/docs/learningpathways/v4/cs-cz/playlists.json;fdaae787-a991-40ae-ad83-87f05c8cf8ea;Description
"
"Reach large audiences with live events. Learn how to get started, plan and schedule a live event in Teams, and schedule a live event in Yammer.","Oslovte velké publikum živými událostmi. Přečtěte si, jak začít, naplánovat a naplánovat živou událost v Teams a naplánovat živou událost v Yammeru.","/docs/learningpathways/v4/cs-cz/playlists.json;6f3bbc71-627d-4427-9635-6aadd0a203f9;Description
"
"Stay well by practicing self-care tips for your personal well-being. Block your calendar for meals, breaks, and movement. Set your status in Microsoft Teams to indicate free or busy times. Connect with others in a Teams channel for social or work-related conversations. Manage notifications in Teams to determine how, when, and where your notifications appear. Turn on Focus assist in Windows 10 to avoid distractions when you need to focus.","Zůstaňte v pořádku tím, že procvičíte tipy pro péči o sebe pro vaši osobní pohodu. Zablokujte si kalendář na jídlo, přestávky a pohyb. Nastavte svůj stav v Microsoft Teams tak, aby označoval volné nebo zaneprázdněné časy. Spojte se s ostatními v kanálu Teams pro konverzace na sociálních sítích nebo v práci. Spravujte oznámení v Teams a určete, jak, kdy a kde se vaše oznámení zobrazí. Zapněte asistenta zaostření ve Windows 10, abyste se vyhnuli rozptýlení, když se potřebujete soustředit.","/docs/learningpathways/v4/cs-cz/playlists.json;285da770-2eb7-41ca-b403-c782ac69cd5d;Description
"
"Social capital and other measures of social connection are associated with better health and job satisfaction. To stay connected in a hybrid workplace, learn how to create social channels using Teams meetings and chat to host small group lunches, social hours, and other casual spaces that can mimic the “water cooler” in the office regardless of work location. Keep regularly scheduled 1:1s and consider splitting one 1:1 meeting into 2 shorter meetings throughout the week. Channel conversations in Teams are also a great way to keep the whole team in the know.","Sociální kapitál a další opatření sociálního propojení jsou spojena s lepším zdravím a spokojeností s prací. Pokud chcete zůstat ve spojení na hybridním pracovišti, přečtěte si, jak vytvářet sociální kanály pomocí schůzek Teams a chatovat k pořádání malých skupinových obědů, společenských hodin a dalších příležitostných prostor, které mohou napodobovat ""chladič vody"" v kanceláři bez ohledu na místo práce. Udržujte pravidelně naplánované 1:1s a zvažte rozdělení jedné schůzky 1:1 na 2 kratší schůzky po celý týden. Konverzace na kanálech v Teams jsou také skvělým způsobem, jak udržet celý tým v know-how.","/docs/learningpathways/v4/cs-cz/playlists.json;21f572e7-98eb-49f3-9ff0-a9dc8eed583a;Description
"
"Set up your physical and virtual workspace for productivity. Learn which tasks and meeting types are better for hybrid work or in-person work so that you can plan your schedule ahead of time. Create focus time in Teams, set quiet hours and quiet days, and set a status message in Teams. For team productivity, decide which days are best for in-person meetings and what type of work can be done remotely. Also decide when meetings (in person or remote) are necessary and when are they optional.","Nastavte svůj fyzický a virtuální pracovní prostor pro produktivitu. Zjistěte, které úkoly a typy schůzek jsou lepší pro hybridní práci nebo osobní práci, abyste mohli svůj plán naplánovat předem. Vytvořte čas soustředění v Teams, nastavte tiché hodiny a tiché dny a nastavte stavovou zprávu v Teams. Pro produktivitu týmu se rozhodněte, které dny jsou nejlepší pro osobní schůzky a jaký typ práce lze provádět na dálku. Také rozhodněte, kdy jsou schůzky (osobně nebo na dálku) nezbytné a kdy jsou volitelné.","/docs/learningpathways/v4/cs-cz/playlists.json;8bbe76ed-6ac6-41a4-a253-3dd680cc15ef;Description
"
"Use Microsoft 365 across your work and devices to stay connected, take and read notes, access your files on any device, create impactful content, save time, express yourself freely with digital ink, bring your work to life with 3D, make your work accessible, and stay secure and private at work.","Pomocí Microsoftu 365 napříč prací a zařízeními můžete zůstat ve spojení, brát a číst poznámky, přistupovat ke svým souborům na jakémkoli zařízení, vytvářet vlivný obsah, šetřit čas, svobodně se vyjadřovat digitálním inkoustem, oživit svou práci pomocí 3D, zpřístupňovat svou práci a zůstat v bezpečí a soukromí v práci.","/docs/learningpathways/v4/cs-cz/playlists.json;fa3a7737-b33d-4481-9b80-416d20b9ca9f;Description
"
"Use Microsoft 365 across your team to create and organize teams, optimize team conversations, work together in Microsoft Teams, manage meetings, and collaborate on files.","Pomocí Microsoftu 365 v celém týmu můžete vytvářet a organizovat týmy, optimalizovat týmové konverzace, spolupracovat v Microsoft Teams, spravovat schůzky a spolupracovat na souborech.","/docs/learningpathways/v4/cs-cz/playlists.json;9647e1aa-63a1-48d1-aea9-b0913f0f1e0b;Description
"
"Use Microsoft 365 across your organization to set up your company’s network in Yammer, your company’s home base in SharePoint, and your company’s video portal in Microsoft Stream.","Pomocí Microsoftu 365 v celé organizaci můžete nastavit síť vaší společnosti v Yammeru, domovské základně vaší společnosti v SharePointu a videoportálu vaší společnosti v Microsoft Streamu.","/docs/learningpathways/v4/cs-cz/playlists.json;cb4effb6-f78e-444a-98b7-6274ad2fe70c;Description
"
"Discover new ways to simplify your day in your digital life with Office 365. See how to start your digital day, tasks you can complete over your morning coffee, during your commute, meeting at the office, collaborating with colleagues, connecting across the company, and how to protect yourself from phishing.","Objevte nové způsoby, jak zjednodušit svůj den v digitálním životě s Office 365. Podívejte se, jak začít svůj digitální den, úkoly, které můžete splnit během ranní kávy, během dojíždění, schůzky v kanceláři, spolupráce s kolegy, připojení napříč společností a jak se chránit před phishingem.","/docs/learningpathways/v4/cs-cz/playlists.json;1f5ec8e6-5fef-481a-ad87-59842c3d539b;Description
"
"With cybersecurity fundamentals, learn what cybersecurity and multi-factor authentication are, firewall and network protection in Windows security, the dangers of oversharing, and how to secure your device to prevent changes security with Tamper Protection.","Se základy kybernetické bezpečnosti se dozvíte, co je kybernetická bezpečnost a vícefaktorové ověřování, ochrana brány firewall a sítě v zabezpečení Systému Windows, nebezpečí nadměrného sdílení a jak zabezpečit zařízení, abyste zabránili zabezpečení změn pomocí ochrany proti neoprávněné manipulaci.","/docs/learningpathways/v4/cs-cz/playlists.json;e51271b2-b4c0-4038-aa97-e4498c953afe;Description
"
"Get tips to keep your data safe with this digital safety module. Learn how to work from home more securely, collaborate in OneDrive, be safer over wireless connections, and protect your family online with Windows Security.","Získejte tipy, jak udržet svá data v bezpečí s tímto digitálním bezpečnostním modulem. Přečtěte si, jak bezpečněji pracovat z domova, spolupracovat na OneDrivu, být bezpečnější přes bezdrátové připojení a chránit rodinu online pomocí Windows Security.","/docs/learningpathways/v4/cs-cz/playlists.json;72863bbc-46ae-41dc-885d-0edb0a8abaa4;Description
/docs/learningpathways/v4/cs-cz/playlists.json;5872570a-e8a6-4d84-8802-4dd053b4dabc;Description
"
"Microsoft Teams and Office 365 help you get work done—with others and on your own—wherever you are today.","Microsoft Teams a Office 365 vám pomůžou pracovat s ostatními a s ostatními a ať jste dnes kdekoli.","/docs/learningpathways/v4/cs-cz/playlists.json;35f25052-fa93-4daf-8d2e-b29935a002d0;Description
"
"Learn these best practices for collaborating with Microsoft 365 to do your best work together from anywhere. Get an overview of Microsoft 365, get started at office.com, comment and @mention in an Office 365 file, co-author in files at the same time, get tips for better meetings, and work on your mobile devices.","Přečtěte si tyto osvědčené postupy pro spolupráci s Microsoftem 365 a odvděčte vám tu nejlepší práci odkudkoli. Získejte přehled o Microsoftu 365, začněte na office.com, komentujte a @mention v souboru Office 365, spoluvytvářejte soubory současně, získejte tipy pro lepší schůzky a pracujte na svých mobilních zařízeních.","/docs/learningpathways/v4/cs-cz/playlists.json;b7fa7e0e-2282-48d3-8010-3b28d5dc3d04;Description
"
"Get started quickly with the Access Quick Start. Create a database, import data from Excel, add a primary key, backup your database, and create a split query, split form, or report.","Začněte rychle s rychlým startem pro přístup. Vytvořte databázi, importujte data z Excelu, přidejte primární klíč, zálohujte databázi a vytvořte rozdělený dotaz, rozdělený formulář nebo sestavu.","/docs/learningpathways/v4/cs-cz/playlists.json;d59b1053-3756-4d9f-82a8-0ac97b11529c;Description
"
"With Intro to Access, learn how Access can help you use templates to build databases quickly, find and report on data, create rich data entry forms, and import, transform, and export data sources. Learn database concepts and terms, good database design, and steps to create a database with database objects like tables, queries, forms, reports, macros, and modules.","V úvodní části accessu se dozvíte, jak vám Access může pomoci rychle vytvářet databáze, nacházet data a podávat o ní zprávy, vytvářet bohaté formuláře pro zadávání dat a importovat, transformovat a exportovat zdroje dat. Seznamte se s koncepty a termíny databáze, dobrým návrhem databáze a kroky k vytvoření databáze s databázovými objekty, jako jsou tabulky, dotazy, formuláře, sestavy, makra a moduly.","/docs/learningpathways/v4/cs-cz/playlists.json;3c376578-f821-4184-9365-75011c163f68;Description
"
"Learn how to create an Access database, whether to create a desktop database or an Access web app, the differences, and design considerations like IT requirements, access to data and design, and business goals and requirements. Create databases from a template, scratch, or an Access web app.","Přečtěte si, jak vytvořit databázi aplikace Access, zda vytvořit desktopovou databázi nebo webovou aplikaci pro Access, rozdíly a aspekty návrhu, jako jsou požadavky na IT, přístup k datům a návrhu a obchodní cíle a požadavky. Vytvářejte databáze ze šablony, od začátku nebo z webové aplikace pro Access.","/docs/learningpathways/v4/cs-cz/playlists.json;e112c3e9-685f-41a0-abb5-718ee4f43bb5;Description
"
"Learn how to build tables and set data types","Přečtěte si, jak vytvářet tabulky a nastavovat datové typy","/docs/learningpathways/v4/cs-cz/playlists.json;91128a67-3846-4a87-98c5-de91402260eb;Description
"
"Use relationships in Access to harness the power of relational databases by combining data across tables. Learn about Relationships view, the types of relationships between tables, and how to edit relationships. Create relationships with the Lookup Wizard, the Relationships Pane, and learn how to create one-to-one and many-to-many relationships.","Pomocí vztahů v accessu můžete využít sílu relačních databází kombinací dat mezi tabulkami. Přečtěte si o zobrazení Relace, typech vztahů mezi tabulkami a o tom, jak upravit vztahy. Vytvořte vztahy s Průvodcem vyhledáváním, podoknem vztahů a zjistěte, jak vytvořit relace 1:1 a N:N.","/docs/learningpathways/v4/cs-cz/playlists.json;6649c605-0d13-4420-9282-3fa590c2fbc4;Description
"
"Learn how to add and edit data in Access and take advantage of the streamlined editing, powerful querying, and helpful reporting capabilities by copying data from an Excel spreadsheet. If you maintain data in other sources, like Excel spreadsheets and SharePoint sites, you can also link to the data from your Access database, to always ensure you’re working with the latest data","Přečtěte si, jak přidávat a upravovat data v Accessu a jak využívat zjednodušené úpravy, výkonné dotazování a užitečné funkce vytváření sestav kopírováním dat z excelové tabulky. Pokud uchováváte data v jiných zdrojích, jako jsou excelové tabulky a sharepointové weby, můžete také odkazovat na data z databáze Accessu, abyste se vždy ujistili, že pracujete s nejnovějšími daty","/docs/learningpathways/v4/cs-cz/playlists.json;56aba6b0-660b-4f8c-a7d8-9b1ad7593bb4;Description
"
"Manage data with queries in Access to answer business questions, make bulk updates, or delete data from the database. Learn what queries are, how they’re used, and how to create queries. Learn how to create basic queries for quick search with Query Design and use joins, outer joins, and intermediate tables to create queries with more than one data source.","Spravujte data pomocí dotazů v Accessu a odpovězte na obchodní otázky, prováževejte hromadné aktualizace nebo odstraňte data z databáze. Přečtěte si, co jsou dotazy, jak se používají a jak vytvářet dotazy. Přečtěte si, jak vytvořit základní dotazy pro rychlé vyhledávání pomocí návrhu dotazu a pomocí spojení, vnějších spojení a zprostředkujících tabulek můžete vytvářet dotazy s více než jedním zdrojem dat.","/docs/learningpathways/v4/cs-cz/playlists.json;b16495f6-4216-4eed-b208-7280a885ebbf;Description
"
"If you often use the same set of forms and reports, you can create a navigation form in Access desktop databases to group them together. Learn how to add a form or report to the navigation form, change the label, apply a visual theme, and set the navigation form as the default display form.","Pokud často používáte stejnou sadu formulářů a sestav, můžete vytvořit navigační formulář v desktopových databázích Aplikace Access a seskupit je. Přečtěte si, jak přidat formulář nebo sestavu do navigačního formuláře, změnit popisek, použít vizuální motiv a nastavit navigační formulář jako výchozí formulář zobrazení.","/docs/learningpathways/v4/cs-cz/playlists.json;4eb4ff40-6b3f-45a7-ade9-f879a79e70f9;Description
